name;maxEnergy;QValue,reactants;products;a0;a1;a2;a3;a4;a5;a6
k33(n,p)ar33;2.536438358690283e+46;16.9295;n k33;p ar33;19.1471;0.0;0.0;1.00911;-0.0738768;0.00468015;0.0
k33(n,a)cl30;2.2390074322080085e+50;7.9664;n k33;he4 cl30;14.902;0.0;0.0;0.051684;0.0959087;0.00539958;0.0
ca33(n,p)k33;2.0495444590199862e+45;-22.1623;n ca33;p k33;20.1765;-257.194;0.0;0.750089;-0.038398;0.00301504;0.0
ar30(a,p)k33;2.419108366684444e+62;-8.45594;he4 ar30;p k33;53.6741;-98.1312;-70.5413;0.19281;-0.760461;0.0492121;-0.666667
sc36(n,a)k33;8.09976647793317e+56;-12.7814;n sc36;he4 k33;13.5674;-148.328;0.0;2.08838;-0.233992;0.0244627;0.0
k33(a,p)ca36;8.379258185872159e+69;8.3383;he4 k33;p ca36;53.6861;0.0;-73.3916;0.478953;-0.846479;0.0605207;-0.666667
k34(n,p)ar34;3.425340939512928e+47;17.6786;n k34;p ar34;19.131;0.0;0.0;1.05197;-0.0985354;0.00694168;0.0
k34(n,a)cl31;1.621604659782563e+46;11.2326;n k34;he4 cl31;16.7538;0.0;0.0;-0.23303;0.118815;-0.000480329;0.0
ca34(n,p)k34;3.893720857141214e+41;-15.4163;n ca34;p k34;18.4557;-178.898;0.0;0.609638;0.00842823;-0.00304902;0.0
ar31(a,p)k34;2.1282231224783324e+65;-7.90994;he4 ar31;p k34;54.2864;-91.7949;-70.6299;0.133959;-0.787144;0.0534655;-0.666667
sc37(n,a)k34;3.7044762438371955e+48;-9.9684;n sc37;he4 k34;13.8379;-115.678;0.0;1.02388;0.000982349;0.00678714;0.0
k34(a,p)ca37;9.781448143186038e+58;6.79064;he4 k34;p ca37;54.6796;0.0;-73.4689;-0.350491;-0.675654;0.0423497;-0.666667
k35(n,p)ar35;5.664143258426074e+45;12.6609;n k35;p ar35;19.1611;0.0;0.0;0.87581;-0.0495026;0.00329552;0.0
k35(n,a)cl32;2.2959979122067218e+45;7.80727;n k35;he4 cl32;16.3542;0.0;0.0;0.0704425;0.107442;-0.00114597;0.0
ca35(n,p)k35;1.7406301862495382e+42;-16.5532;n ca35;p k35;18.8253;-192.092;0.0;0.603195;0.00345943;-0.00153592;0.0
ar32(a,p)k35;9.235437232195058e+68;-4.10464;he4 ar32;p k35;53.3079;-47.6323;-70.713;0.311198;-0.858287;0.0608499;-0.666667
sc38(n,a)k35;1.5243155446426868e+183;-11.8783;n sc38;he4 k35;10.808;-137.842;0.0;4.29506;-1.39225;0.209719;0.0
k35(a,p)ca38;1.7983228111297512e+71;6.02557;he4 k35;p ca38;54.0018;0.0;-73.542;0.488909;-0.879;0.0634783;-0.666667
k36(n,p)ar36;5.152741857341527e+43;13.5877;n k36;p ar36;19.1136;0.0;0.0;0.752718;-0.00478822;-0.00297178;0.0
k36(n,a)cl33;9.3864801232541e+53;9.22366;n k36;he4 cl33;17.5697;0.0;0.0;0.275133;0.00444428;0.0117689;0.0
ca36(n,p)k36;1.1112144004941752e+41;-11.7692;n ca36;p k36;18.0068;-136.576;0.0;0.415205;0.0597582;-0.00804379;0.0
ar33(a,p)k36;1.811376637440452e+64;-3.17798;he4 ar33;p k36;53.3752;-36.8789;-70.792;0.244377;-0.779786;0.0523787;-0.666667
sc39(n,a)k36;1.435534546426817e+80;-8.90455;n sc39;he4 k36;11.8207;-103.337;0.0;2.4921;-0.532733;0.0631129;0.0
k36(a,p)ca39;3.735384824763807e+71;4.98417;he4 k36;p ca39;54.1563;0.0;-73.6116;0.485828;-0.890495;0.0643941;-0.666667
k37(n,p)ar37;2.0926623601529918e+43;6.92981;n k37;p ar37;19.3703;0.0;0.0;0.399131;0.0819317;-0.0133489;0.0
k37(n,a)cl34;1.916862798038091e+66;5.28598;n k37;he4 cl34;15.9641;0.0;0.0;1.35231;-0.147095;0.0306549;0.0
ca37(n,p)k37;9.050406773633596e+41;-12.4468;n ca37;p k37;19.6017;-144.439;0.0;0.432093;0.0436066;-0.00558044;0.0
ar34(a,p)k37;2.4092163722243823e+65;-1.55893;he4 ar34;p k37;53.0569;-18.0906;-70.8666;0.263069;-0.802985;0.0550287;-0.666667
sc40(n,a)k37;1.0871578492746594e+66;-9.92337;n sc40;he4 k37;15.8166;-115.156;0.0;1.18245;-0.167228;0.032039;0.0
k37(a,p)ca40;7.864188131257133e+70;5.18202;he4 k37;p ca40;54.2966;0.0;-73.6776;0.493294;-0.902307;0.0641391;-0.666667
k38(n,p)ar38;1.213636044522106e+43;6.69621;n k38;p ar38;19.6025;0.0;0.0;-0.5015;0.324921;-0.0393691;0.0
k38(n,a)cl35;3.873753219620367e+64;5.85925;n k38;he4 cl35;17.5346;0.0;0.0;1.15173;-0.190157;0.0305104;0.0
ca38(n,p)k38;1.9276317292760782e+41;-7.52451;n ca38;p k38;17.6664;-87.3182;0.0;0.26913;0.0847781;-0.00889117;0.0
ar35(a,p)k38;4.116375765943984e+72;-0.889225;he4 ar35;p k38;54.4351;-10.319;-70.9375;0.516471;-0.946325;0.0684713;-0.666667
sc41(n,a)k38;5.116825852722008e+92;-5.8047;n sc41;he4 k38;14.7042;-67.3606;0.0;1.40375;-0.354997;0.0693393;0.0
k38(a,p)ca41;4.871534640950121e+72;1.47301;he4 k38;p ca41;54.4204;0.0;-73.7407;0.600725;-0.957475;0.0689286;-0.666667
k39(n,p)ar39;1.6780755484974578e+180;0.217346;n k39;p ar39;-15.2094;0.0;0.0;26.5209;-3.63684;0.276163;0.0
k39(n,a)cl36;4.9078334102834e+41;1.36125;n k39;he4 cl36;-18.3419;0.0;0.0;20.3122;-0.37149;-0.0867942;0.0
ca39(n,p)k39;2.755220726002038e+41;-7.31496;n ca39;p k39;19.7695;-84.8865;0.0;-0.222885;0.234029;-0.0256002;0.0
k39(p,a)ar36;9.666558201221469e+129;1.28858;p k39;he4 ar36;20.5166;0.0;-30.0732;7.03263;-1.10085;0.133768;-0.666667
sc42(n,a)k39;3.007427529611515e+45;-7.33217;n sc42;he4 k39;17.7741;-85.0862;0.0;-2.41191;0.477161;-0.0129902;0.0
ca42(p,a)k39;inf;-0.123994;p ca42;he4 k39;-80.8734;-1.43889;-31.1381;117.868;-27.0455;2.75661;-0.666667
k40(n,p)ar40;5.793530868684644e+41;2.28704;n k40;p ar40;14.133;0.0;0.0;-0.499903;0.849663;-0.0834774;0.0
k40(n,a)cl37;1.335374397125754e+42;3.87273;n k40;he4 cl37;16.0992;0.0;0.0;-0.86425;0.646211;-0.0583195;0.0
k40(p,n)ca40;4.986252754547484e+161;0.528724;p k40;n ca40;32.1312;0.0;-30.0795;2.76095;-1.51745;0.191236;-0.666667
k40(p,a)ar37;6.964140826124486e+189;2.27651;p k40;he4 ar37;23.7792;0.0;-30.0795;8.28189;-2.15178;0.242064;-0.666667
sc43(n,a)k40;1.8660793304743967e+40;-2.99368;n sc43;he4 k40;8.9468;-34.7402;0.0;-0.653091;1.79632;-0.19216;0.0
k40(a,p)ca43;inf;0.009379;he4 k40;p ca43;43.3098;0.0;-73.858;16.1645;-5.93343;0.650563;-0.666667
ar41(p,n)k41;7.152791518041097e+40;-1.709;p ar41;n k41;106.906;-24.4249;168.194;-279.253;15.3712;-0.860285;139.589
cl38(a,n)k41;inf;-0.114;he4 cl38;n k41;-334.974;0.593307;-492.641;864.166;-57.0822;3.47394;-378.89
k41(p,n)ca41;5.5204143172564536e+125;-1.204;p k41;n ca41;8.69806;-13.9718;0.0;6.52588;-1.55272;0.150334;1.0
k41(p,n)ca41;1.2261103763064236e+41;-1.204;p k41;n ca41;15.9784;-13.9718;0.0;-2.82146;1.71734;-0.187775;0.0
k41(p,a)ar38;1.0445495838645378e+41;4.02;p k41;he4 ar38;47.8547;0.0;-35.9098;-7.7202;0.503143;-0.0495391;-0.666667
k41(a,n)sc44;4.0115992518537494e+37;-3.39;he4 k41;n sc44;12.8237;-39.3393;0.0;-7.79828;4.55188;-0.667478;1.0
k41(a,n)sc44;3.385996688265419e+39;-3.39;he4 k41;n sc44;12.4167;-39.3393;0.0;-2.89121;2.26347;-0.251579;0.0
k41(a,p)ca44;1.8997842609793916e+92;1.046;he4 k41;p ca44;48.7841;0.0;-73.9;5.43181;-2.12763;0.134461;0.333333
k41(a,p)ca44;2.9704595581584744e+34;1.046;he4 k41;p ca44;55.5;0.0;-73.9;-0.410794;0.365336;-0.607187;-0.666667
k42(n,p)ar42;2.892317200402249e+39;0.183;n k42;p ar42;71.4565;-0.680203;80.1678;-153.649;8.1015;-0.409126;76.0874
k42(n,a)cl39;3.3628478724859415e+39;0.425;n k42;he4 cl39;169.3;-3.66787;282.168;-482.28;25.516;-1.38768;244.455
k42(p,n)ca42;2.5077252778575356e+41;2.743;p k42;n ca42;109.636;-4.815;176.559;-292.118;16.0165;-0.893402;146.195
k42(p,a)ar39;3.561053031293935e+40;3.085;p k42;he4 ar39;88.9962;-4.83199;177.047;-276.563;14.2618;-0.760444;144.452
k42(a,n)sc45;inf;0.401;he4 k42;n sc45;-811.023;13.1551;-1429.89;2339.64;-140.001;8.04164;-1096.96
k42(a,p)ca45;inf;0.927;he4 k42;p ca45;-793.981;12.8488;-1400.12;2286.39;-137.138;7.89768;-1071.24
ar43(p,n)k43;1.0164132294407961e+40;-3.833;p ar43;n k43;107.453;-49.1756;172.587;-285.357;15.7704;-0.885823;142.696
cl40(a,n)k43;inf;-3.388;he4 cl40;n k43;-347.938;-37.3016;-509.277;896.042;-59.0474;3.5861;-393.346
k43(p,n)ca43;1.0604188404135666e+41;1.033;p k43;n ca43;110.363;-4.86758;178.812;-295.417;16.2625;-0.908893;147.813
k43(p,a)ar40;1.137350443199154e+40;3.311;p k43;he4 ar40;96.4572;-4.86878;178.819;-287.676;15.6682;-0.87433;146.958
sc46(n,a)k43;9.283966266496583e+38;-0.481;n sc46;he4 k43;166.14;-9.39562;288.57;-490.272;26.4459;-1.47391;249.343
k43(a,p)ca46;inf;1.677;he4 k43;p ca46;-821.804;13.1871;-1437.68;2355.37;-140.919;8.10266;-1104.1
ar44(p,n)k44;4.323206133022633e+39;-2.766;p ar44;n k44;107.725;-36.886;178.118;-293.069;16.1211;-0.898816;146.748
cl41(a,n)k44;inf;-2.825;he4 cl41;n k44;-351.546;-30.8133;-509.725;899.467;-59.4051;3.61598;-394.389
k44(p,n)ca44;5.2193214636926964e+41;4.876;p k44;n ca44;111.388;-4.93613;182.35;-300.324;16.5628;-0.927966;150.358
k44(p,a)ar41;2.4226057269200284e+40;2.121;p k44;he4 ar41;49.9687;-4.8552;171.063;-233.078;9.71453;-0.42409;134.334
k44(a,n)sc47;inf;2.874;he4 k44;n sc47;-826.107;13.4076;-1457.3;2384.49;-142.567;8.18434;-1118.53
k44(a,p)ca47;inf;1.665;he4 k44;p ca47;-805.073;13.2156;-1435.79;2333.14;-138.772;7.95617;-1097.52
ar45(p,n)k45;1.3324408096292915e+39;-6.107;p ar45;n k45;105.807;-75.6488;175.241;-286.905;15.7883;-0.885732;144.106
cl42(a,n)k45;inf;-5.974;he4 cl42;n k45;-357.044;-67.3252;-516.376;913.718;-60.3971;3.67834;-400.413
k45(p,n)ca45;3.948968505536176e+41;3.422;p k45;n ca45;111.508;-4.96802;183.001;-301.16;16.6421;-0.933366;150.762
k45(p,a)ar42;1.7491017221778145e+39;2.678;p k45;he4 ar42;67.6367;-4.85769;170.619;-251.954;12.4668;-0.661536;136.535
k45(a,n)sc48;inf;2.238;he4 k45;n sc48;-836.906;13.5493;-1472.89;2412.45;-144.321;8.2899;-1131.33
k45(a,p)ca48;inf;2.742;he4 k45;p ca48;-828.995;13.5228;-1467.91;2391.89;-142.442;8.19342;-1124.89
ar46(p,n)k46;1.103614037178523e+39;-4.916;p ar46;n k46;106.207;-61.8805;177.74;-291.034;16.0398;-0.899149;146.006
cl43(a,n)k46;inf;-5.743;he4 cl43;n k46;-360.525;-64.6908;-516.607;916.522;-60.6798;3.69911;-401.154
k46(p,n)ca46;8.666443039596781e+41;6.934;p k46;n ca46;112.573;-5.0225;185.556;-304.954;16.9162;-0.955475;152.645
k46(p,a)ar43;4.661353466369537e+47;1.423;p k46;he4 ar43;55.2854;-5.10364;192.512;-266.324;10.684;-0.344051;153.097
k46(a,n)sc49;inf;5.486;he4 k46;n sc49;-846.669;13.6922;-1488.31;2439.25;-145.957;8.38535;-1143.84
k46(a,p)ca49;inf;1.006;he4 k46;p ca49;-819.96;13.206;-1441.13;2355.2;-142.84;8.44153;-1103.03
ar47(p,n)k47;6.576268195936984e+38;-9.006;p ar47;n k47;108.557;-109.391;179.683;-292.631;16.0213;-0.894668;147.2
cl44(a,n)k47;inf;-10.059;he4 cl44;n k47;-361.765;-114.753;-521.841;926.034;-61.2362;3.73051;-405.625
k47(p,n)ca47;7.291928599297505e+41;5.861;p k47;n ca47;112.827;-5.06884;187.331;-307.027;16.9954;-0.956993;153.81
k47(p,a)ar44;inf;1.43;p k47;he4 ar44;22.0652;-4.96355;173.383;-208.555;4.4353;0.222238;132.713
k47(a,n)sc50;inf;3.194;he4 k47;n sc50;-856.672;13.8624;-1505.5;2467.7;-147.579;8.47471;-1157.43
ca50(p,a)k47;7.889266115475999e+61;-0.989;p ca50;he4 k47;37.1525;-16.832;201.1;-260.145;7.87655;-0.152999;159.37
ar48(p,n)k48;8.533908868914033e+37;-8.638;p ar48;n k48;107.102;-105.166;181.541;-295.304;16.1827;-0.906087;148.529
cl45(a,n)k48;inf;-7.569;he4 cl45;n k48;-363.314;-85.9121;-520.539;924.544;-61.1912;3.73012;-404.731
k48(p,n)ca48;1.6216068399573043e+42;11.308;p k48;n ca48;113.715;-5.11788;189.487;-309.913;17.1184;-0.963187;155.356
k48(p,a)ar45;3.1303272047348702e+41;2.46;p k48;he4 ar45;67.2404;-5.08309;183.977;-268.577;12.8076;-0.564651;146.485
k48(a,n)sc51;inf;5.448;he4 k48;n sc51;-864.496;14.0164;-1521.47;2493.14;-148.997;8.554;-1170.0
ca51(p,a)k48;5.065604553354485e+37;-1.084;p ca51;he4 k48;95.4877;-18.3809;243.953;-370.396;17.67;-0.859615;200.653
ar49(p,n)k49;9.64865563018586e+36;-12.814;p ar49;n k49;108.98;-153.684;183.988;-298.561;16.2719;-0.906214;150.298
cl46(a,n)k49;inf;-10.199;he4 cl46;n k49;-373.029;-116.258;-538.545;952.912;-62.6512;3.80599;-419.097
k49(p,n)ca49;1.545920192456418e+42;10.187;p k49;n ca49;112.673;-5.15665;190.43;-309.696;17.0431;-0.957188;155.657
k49(p,a)ar46;4.478980164651468e+44;4.264;p k49;he4 ar46;82.276;-5.12538;185.462;-281.034;12.9103;-0.472953;148.584
k49(a,n)sc52;inf;4.489;he4 k49;n sc52;-877.189;14.1509;-1536.71;2522.54;-150.912;8.66999;-1182.94
ca52(p,a)k49;9.233824285760221e+36;-2.675;p ca52;he4 k49;77.0643;-36.5367;202.955;-302.078;14.914;-0.733585;161.878
ar50(p,n)k50;6.12580847030275e+37;-11.257;p ar50;n k50;110.169;-135.652;185.571;-300.573;16.3709;-0.911533;151.338
cl47(a,n)k50;inf;-9.222;he4 cl47;n k50;-375.619;-104.995;-536.786;955.891;-63.1638;3.84755;-418.806
k50(p,n)ca50;2.1425212081535797e+42;13.436;p k50;n ca50;117.94;-5.21683;194.379;-319.081;17.691;-0.996329;159.361
k50(p,a)ar47;1.1440278480927503e+39;5.42;p k50;he4 ar47;113.024;-5.2502;198.202;-327.515;18.336;-1.00814;163.077
k50(a,n)sc53;inf;7.77;he4 k50;n sc53;-418.515;2.27957;-596.546;1059.24;-69.4458;4.21085;-466.04
ca53(p,a)k50;2.1757074500772363e+37;-2.859;p ca53;he4 k50;83.2235;-38.6789;202.216;-306.925;16.1811;-0.872714;162.063
ar51(p,n)k51;5.0754485027231216e+36;-14.518;p ar51;n k51;112.66;-173.553;188.923;-306.335;16.6301;-0.920564;154.037
cl48(a,n)k51;inf;-12.07;he4 cl48;n k51;-381.518;-137.935;-549.199;974.222;-64.0261;3.88924;-428.565
k51(p,n)ca51;2.257232169262173e+42;13.9;p k51;n ca51;115.211;-5.25904;195.316;-316.994;17.3764;-0.972506;159.309
k51(p,a)ar48;4.9230238260695126e+38;6.329;p k51;he4 ar48;109.684;-5.27976;197.774;-324.812;18.1732;-0.991361;161.97
k51(a,n)sc54;inf;9.239;he4 k51;n sc54;-422.332;2.19901;-593.895;1060.69;-69.9389;4.25559;-465.005
ca54(p,a)k51;3.960008088512818e+36;-2.185;p ca54;he4 k51;75.3727;-30.9863;211.79;-313.688;15.2785;-0.723738;169.0
ar52(p,n)k52;3.861262169026134e+36;-12.693;p ar52;n k52;111.12;-152.412;190.078;-307.597;16.7175;-0.927139;154.706
cl49(a,n)k52;inf;-10.744;he4 cl49;n k52;-383.888;-122.638;-545.33;972.659;-64.2949;3.91949;-426.36
k52(p,n)ca52;2.834012146260419e+42;16.518;p k52;n ca52;115.907;-5.30681;197.373;-319.496;17.4234;-0.970284;160.718
k52(p,a)ar49;4.282681122191796e+38;5.978;p k52;he4 ar49;110.633;-5.35783;202.937;-331.123;18.2787;-0.991237;165.963
k52(a,n)sc55;inf;9.757;he4 k52;n sc55;-425.424;2.1933;-597.039;1067.58;-70.4233;4.28644;-467.959
ca55(p,a)k52;4.4505696272867585e+36;-2.378;p ca55;he4 k52;76.0218;-33.1985;206.981;-308.539;15.8318;-0.81781;165.025
ar53(p,n)k53;2.937035383722181e+36;-16.306;p ar53;n k53;116.291;-194.404;193.298;-313.636;17.0818;-0.946087;157.355
cl50(a,n)k53;inf;-13.77;he4 cl50;n k53;-385.856;-157.753;-548.332;979.321;-64.7709;3.95022;-429.166
k53(p,n)ca53;2.6422801129352286e+42;15.081;p k53;n ca53;119.335;-5.36915;201.077;-326.499;17.7869;-0.98655;163.803
k53(p,a)ar50;1.9097804633930273e+38;6.804;p k53;he4 ar50;111.59;-5.40029;204.525;-333.516;18.064;-0.947681;167.058
k53(a,n)sc56;inf;8.665;he4 k53;n sc56;-428.263;2.18986;-600.333;1074.61;-70.9323;4.31972;-471.014
ca56(p,a)k53;6.798018312595184e+36;-1.576;p ca56;he4 k53;74.2337;-24.1212;227.778;-332.268;15.6071;-0.714846;181.904
ar54(p,n)k54;3.2737792919359745e+35;-14.756;p ar54;n k54;114.708;-176.465;195.679;-317.954;17.3682;-0.96238;159.238
cl51(a,n)k54;inf;-12.32;he4 cl51;n k54;-391.113;-140.901;-554.157;989.176;-65.3015;3.97861;-434.012
k54(p,n)ca54;3.2006486043461173e+42;18.996;p k54;n ca54;120.313;-5.41541;203.079;-329.515;17.9429;-0.993017;165.243
k54(p,a)ar51;1.716052847873276e+38;6.663;p k54;he4 ar51;120.962;-5.494;212.106;-352.461;19.8121;-1.08099;174.332
k54(a,n)sc57;inf;12.112;he4 k54;n sc57;-434.301;2.20718;-605.579;1086.75;-71.83;4.37833;-475.942
ca57(p,a)k54;5.699639171877583e+35;-2.252;p ca57;he4 k54;56.3281;-31.7407;200.545;-283.333;13.8424;-0.70711;156.838
cl52(a,n)k55;inf;-15.393;he4 cl52;n k55;-392.214;-176.626;-552.688;991.131;-65.693;4.0119;-433.719
k55(p,n)ca55;2.9029584445228024e+42;17.991;p k55;n ca55;123.069;-5.46968;206.109;-335.58;18.3697;-1.01989;167.789
k55(p,a)ar52;7.994107129066694e+37;7.676;p k55;he4 ar52;120.764;-5.53173;213.243;-353.534;19.6577;-1.05638;174.963
k55(a,n)sc58;inf;11.466;he4 k55;n sc58;-437.103;2.17622;-606.905;1091.34;-72.1745;4.40073;-477.684
ca58(p,a)k55;inf;-0.353;p ca58;he4 k55;-441.82;3.18194;-819.308;1293.27;-77.0412;4.45426;-606.682
k56(p,n)ca56;3.2942363118591553e+42;20.952;p k56;n ca56;121.918;-5.50726;207.219;-335.618;18.3067;-1.01488;168.272
k56(p,a)ar53;5.409089840594552e+37;6.222;p k56;he4 ar53;123.324;-5.55483;214.054;-358.621;20.4961;-1.12836;176.189
k56(a,n)sc59;inf;14.256;he4 k56;n sc59;-440.017;2.20507;-612.074;1099.41;-72.5513;4.41829;-481.726
ca59(p,a)k56;1.0296096926415755e+35;-1.538;p ca59;he4 k56;81.6772;-23.8262;235.627;-352.614;18.4948;-1.01377;189.021
k57(p,n)ca57;2.829834872883994e+42;18.623;p k57;n ca57;125.114;-5.55793;210.118;-341.967;18.7603;-1.04283;170.828
k57(p,a)ar54;1.4264481804189996e+37;6.119;p k57;he4 ar54;104.593;-5.44949;200.377;-325.656;18.0933;-0.969057;162.786
k57(a,n)sc60;inf;13.298;he4 k57;n sc60;-441.266;2.21954;-616.258;1105.23;-72.7542;4.42414;-485.012
ca60(p,a)k57;1.637303583695876e+41;-1.216;p ca60;he4 k57;2.42446;-19.2082;136.832;-165.047;5.65895;-0.169671;106.625
k58(p,n)ca58;3.424952377434293e+42;23.135;p k58;n ca58;126.158;-5.6044;212.248;-345.247;18.9497;-1.05275;172.39
k58(a,n)sc61;inf;17.303;he4 k58;n sc61;-451.264;2.31406;-627.834;1128.16;-74.2839;4.51829;-495.026
ca61(p,a)k58;inf;-0.716;p ca61;he4 k58;-228.853;-8.80805;-243.077;473.543;-33.3872;2.14053;-190.812
k59(p,n)ca59;2.9243100329450976e+42;20.634;p k59;n ca59;123.986;-5.63676;212.759;-343.571;18.7675;-1.04193;172.225
k59(a,n)sc62;inf;14.686;he4 k59;n sc62;-449.145;2.18683;-620.449;1117.92;-73.7881;4.4943;-489.576
ca33(n,p)k33;1.3416127839308796e+46;22.1623;n ca33;p k33;19.4834;0.0;0.0;0.750089;-0.038398;0.00301504;0.0
ca33(n,a)ar30;4.2274134491843745e+41;14.4764;n ca33;he4 ar30;14.2381;0.0;0.0;-0.529423;0.322002;-0.0241468;0.0
ca33(a,p)sc36;1.2273022829586524e+41;10.0179;he4 ca33;p sc36;55.4681;0.0;-75.9466;-0.97384;-0.392451;0.00701362;-0.666667
ca34(n,p)k34;8.307720915163311e+43;15.4163;n ca34;p k34;19.5543;0.0;0.0;0.609638;0.00842823;-0.00304902;0.0
ca34(n,a)ar31;9.987073341538726e+68;7.5064;n ca34;he4 ar31;14.1632;0.0;0.0;0.747566;-0.1651;0.0363316;0.0
k31(a,p)ca34;1.2897671418781569e+70;-14.1429;he4 k31;p ca34;55.9603;-164.121;-73.2242;0.510478;-0.82791;0.0592067;-0.666667
ti37(n,a)ca34;3.7317944899615685e+41;-14.6164;n ti37;he4 ca34;12.7094;-169.616;0.0;0.806485;0.0761172;-0.00311309;0.0
ca34(a,p)sc37;5.504545977960494e+40;5.44795;he4 ca34;p sc37;55.5931;0.0;-76.0259;-0.911844;-0.405886;0.00643383;-0.666667
ca35(n,p)k35;9.78800024614112e+43;16.5532;n ca35;p k35;19.5184;0.0;0.0;0.603195;0.00345943;-0.00153592;0.0
ca35(n,a)ar32;7.061972759032542e+53;12.4486;n ca35;he4 ar32;16.4976;0.0;0.0;0.0241353;-0.0293507;0.0140919;0.0
sc35(n,p)ca35;3.198805026196258e+42;-20.9323;n sc35;p ca35;21.3253;-242.909;0.0;0.308891;0.0503038;-0.00448393;0.0
k32(a,p)ca35;1.1454598103534663e+58;-10.9519;he4 k32;p ca35;55.9816;-127.091;-73.3104;-0.335753;-0.647882;0.0397535;-0.666667
ti38(n,a)ca35;2.1419484612292193e+71;-10.1454;n ti38;he4 ca35;11.5857;-117.732;0.0;1.81677;-0.314025;0.0450868;0.0
ca35(a,p)sc38;4.546900507501378e+40;4.67495;he4 ca35;p sc38;55.7921;0.0;-76.1016;-0.977608;-0.399735;0.00566881;-0.666667
ca36(n,p)k36;5.283167137068677e+43;11.7692;n ca36;p k36;19.6162;0.0;0.0;0.415205;0.0597582;-0.00804379;0.0
ca36(n,a)ar33;8.155886137772862e+73;8.59118;n ca36;he4 ar33;16.4495;0.0;0.0;0.565687;-0.206204;0.0427835;0.0
sc36(n,p)ca36;1.0727124061950886e+43;-21.1197;n sc36;p ca36;22.1323;-245.084;0.0;0.328677;0.0400666;-0.00350258;0.0
k33(a,p)ca36;2.2353868394341078e+70;-8.3383;he4 k33;p ca36;55.635;-96.766;-73.3916;0.478953;-0.846479;0.0605207;-0.666667
ti39(n,a)ca36;1.1190221200104578e+55;-13.5858;n ti39;he4 ca36;14.1969;-157.663;0.0;1.4416;-0.169682;0.0206434;0.0
ca36(a,p)sc39;3.0174297937171273e+47;2.86461;he4 ca36;p sc39;55.7563;0.0;-76.1732;-0.623677;-0.571836;0.0260149;-0.666667
ca37(n,p)k37;5.579413326724836e+43;12.4468;n ca37;p k37;19.6017;0.0;0.0;0.432093;0.0436066;-0.00558044;0.0
ca37(n,a)ar34;7.912381824495682e+51;10.8879;n ca37;he4 ar34;17.1109;0.0;0.0;-0.44039;0.143523;0.0047869;0.0
sc37(n,p)ca37;1.231703734676176e+42;-16.759;n sc37;p ca37;20.6992;-194.48;0.0;0.191687;0.0745727;-0.00666777;0.0
k34(a,p)ca37;1.1754869085218098e+59;-6.79064;he4 k34;p ca37;55.6514;-78.802;-73.4689;-0.350491;-0.675654;0.0423497;-0.666667
ti40(n,a)ca37;9.25830124831e+96;-9.93183;n ti40;he4 ca37;11.9026;-115.254;0.0;2.05075;-0.502525;0.0806055;0.0
ca37(a,p)sc40;2.45942941403076e+40;2.52347;he4 ca37;p sc40;56.068;0.0;-76.2415;-0.922288;-0.439136;0.00881062;-0.666667
ca38(n,p)k38;3.025086655525421e+43;7.52451;n ca38;p k38;19.6123;0.0;0.0;0.26913;0.0847781;-0.00889117;0.0
ca38(n,a)ar35;1.5721629228324892e+57;6.63528;n ca38;he4 ar35;17.3855;0.0;0.0;0.246287;-0.00159747;0.0158206;0.0
sc38(n,p)ca38;7.204721935498544e+41;-17.9039;n sc38;p ca38;21.8436;-207.766;0.0;0.0106931;0.110569;-0.0107232;0.0
k35(a,p)ca38;1.263938154270922e+72;-6.02557;he4 k35;p ca38;56.651;-69.9237;-73.542;0.488909;-0.879;0.0634783;-0.666667
ti41(n,a)ca38;1.2291272945957694e+65;-12.0049;n ti41;he4 ca38;15.852;-139.311;0.0;0.382387;-0.0265151;0.0262384;0.0
ca38(a,p)sc41;2.9303367000525648e+41;1.71981;he4 ca38;p sc41;56.0864;0.0;-76.3063;-0.741136;-0.511467;0.0171615;-0.666667
ca39(n,p)k39;2.1435315708510867e+43;7.31496;n ca39;p k39;19.7695;0.0;0.0;-0.222885;0.234029;-0.0256002;0.0
ca39(n,a)ar36;6.827124561587491e+68;8.60354;n ca39;he4 ar36;17.6944;0.0;0.0;1.04999;-0.263031;0.0384098;0.0
sc39(n,p)ca39;7.59965334482267e+41;-13.8887;n sc39;p ca39;20.1594;-161.178;0.0;-0.00924302;0.115322;-0.00923487;0.0
k36(a,p)ca39;9.289296704104443e+71;-4.98417;he4 k36;p ca39;55.6457;-57.8388;-73.6116;0.485828;-0.890495;0.0643941;-0.666667
ti42(n,a)ca39;7.884521480896522e+48;-7.79925;n ti42;he4 ca39;15.8549;-90.5064;0.0;-1.305;0.292886;-0.00227446;0.0
sc42(p,a)ca39;inf;-0.017216;p sc42;he4 ca39;-90.1884;-0.199783;-32.1676;127.281;-29.4503;3.00671;-0.666667
k40(p,n)ca40;4.220458551645124e+162;-0.528724;p k40;n ca40;34.3284;-6.13558;-30.0795;2.76095;-1.51745;0.191236;-0.666667
ca40(n,a)ar37;1.0429551900787198e+42;1.74779;n ca40;he4 ar37;-9.43576;0.0;0.0;13.8882;0.260223;-0.108063;0.0
sc40(n,p)ca40;7.620889340741733e+41;-15.1054;n sc40;p ca40;22.6344;-175.291;0.0;-0.332049;0.18829;-0.0179201;0.0
